Product Name,Printing,Condition,Rarity,Number,Market Price,source,scrape_date
Trubbish ,"Printing:
Reverse Holofoil","Condition:
Near Mint",Common,110/185,$0.12,swsh04-vivid-voltage,2024-10-29
Trumbeak ,"Printing:
Reverse Holofoil","Condition:
Near Mint",Uncommon,144/185,$0.16,swsh04-vivid-voltage,2024-10-29
Tynamo ,"Printing:
Reverse Holofoil","Condition:
Near Mint",Common,057/185,$0.11,swsh04-vivid-voltage,2024-10-29
Vaporeon ,"Printing:
Reverse Holofoil","Condition:
Near Mint",Rare,030/185,$0.28,swsh04-vivid-voltage,2024-10-29
Voltorb ,"Printing:
Reverse Holofoil","Condition:
Near Mint",Common,045/185,$0.10,swsh04-vivid-voltage,2024-10-29
Wailmer ,"Printing:
Reverse Holofoil","Condition:
Near Mint",Common,031/185,$0.16,swsh04-vivid-voltage,2024-10-29
Wailord ,"Printing:
Reverse Holofoil","Condition:
Near Mint",Holo Rare,032/185,$0.29,swsh04-vivid-voltage,2024-10-29
Wash Water Energy ,"Printing:
Reverse Holofoil","Condition:
Near Mint",Uncommon,165/185,$0.21,swsh04-vivid-voltage,2024-10-29
Weedle ,"Printing:
Reverse Holofoil","Condition:
Near Mint",Common,001/185,$0.11,swsh04-vivid-voltage,2024-10-29
Whimsicott ,"Printing:
Reverse Holofoil","Condition:
Near Mint",Rare,076/185,$0.27,swsh04-vivid-voltage,2024-10-29
Whismur ,"Printing:
Reverse Holofoil","Condition:
Near Mint",Common,135/185,$0.14,swsh04-vivid-voltage,2024-10-29
Woobat ,"Printing:
Reverse Holofoil","Condition:
Near Mint",Common,073/185,$0.10,swsh04-vivid-voltage,2024-10-29
Wooper ,"Printing:
Reverse Holofoil","Condition:
Near Mint",Common,083/185,$0.16,swsh04-vivid-voltage,2024-10-29
Wyndon Stadium ,"Printing:
Reverse Holofoil","Condition:
Near Mint",Uncommon,161/185,$0.11,swsh04-vivid-voltage,2024-10-29
Xerneas ,"Printing:
Reverse Holofoil","Condition:
Near Mint",Holo Rare,078/185,$0.28,swsh04-vivid-voltage,2024-10-29
Yanma ,"Printing:
Reverse Holofoil","Condition:
Near Mint",Common,006/185,$0.09,swsh04-vivid-voltage,2024-10-29
Yanmega ,"Printing:
Reverse Holofoil","Condition:
Near Mint",Rare,007/185,$0.20,swsh04-vivid-voltage,2024-10-29
Zacian ,Holofoil,"Condition:
Near Mint",Amazing Rare,082/185,$1.03,swsh04-vivid-voltage,2024-10-29
Zamazenta ,Holofoil,"Condition:
Near Mint",Amazing Rare,102/185,$0.91,swsh04-vivid-voltage,2024-10-29
Zapdos ,"Printing:
Reverse Holofoil","Condition:
Near Mint",Holo Rare,048/185,$0.32,swsh04-vivid-voltage,2024-10-29
Zarude V ,Holofoil,"Condition:
Near Mint",Ultra Rare,022/185,$0.43,swsh04-vivid-voltage,2024-10-29
Zarude V (Full Art) ,Holofoil,"Condition:
Near Mint",Ultra Rare,167/185,$1.63,swsh04-vivid-voltage,2024-10-29
Zebstrika ,"Printing:
Reverse Holofoil","Condition:
Near Mint",Uncommon,054/185,$0.13,swsh04-vivid-voltage,2024-10-29
Zekrom ,"Printing:
Reverse Holofoil","Condition:
Near Mint",Holo Rare,060/185,$0.30,swsh04-vivid-voltage,2024-10-29
Zeraora ,"Printing:
Reverse Holofoil","Condition:
Near Mint",Holo Rare,061/185,$0.28,swsh04-vivid-voltage,2024-10-29
Zygarde ,"Printing:
Reverse Holofoil","Condition:
Near Mint",Holo Rare,093/185,$0.27,swsh04-vivid-voltage,2024-10-29
